County,AUN,LEA,School Code,School,Oct 1 Enrollment Grades 7-12,Male Dropouts,Female Dropouts,Dropouts,Dropout Rate
Lehigh,121394503,Northern Lehigh SD,6727,Slatington El Sch,2,0,0,0,0.00%
Lehigh,121394603,Northwestern Lehigh SD,2821,Northwestern Lehigh HS,727,3,2,5,0.69%
Lehigh,121394603,Northwestern Lehigh SD,7353,Northwestern Lehigh MS,342,0,0,0,0.00%
Lehigh,121394603,Northwestern Lehigh SD,9999,Northwestern Lehigh SD,3,0,0,0,0.00%
Lehigh,121395103,Parkland SD,7604,Orefield MS,662,1,0,1,0.15%
Lehigh,121395103,Parkland SD,2829,Parkland HS,"3,199",5,6,11,0.34%
Lehigh,121395103,Parkland SD,9999,Parkland SD,9,0,0,0,0.00%
Lehigh,121395103,Parkland SD,7603,Springhouse MS,853,0,0,0,0.00%
Lehigh,121393330,Roberto Clemente CS,8401,Roberto Clemente CS,267,0,0,0,0.00%
Lehigh,121395603,Salisbury Township SD,5365,Salisbury MS,263,1,2,3,1.14%
Lehigh,121395603,Salisbury Township SD,2833,Salisbury SHS,523,1,0,1,0.19%
Lehigh,121395703,Southern Lehigh SD,4808,Southern Lehigh MS,503,0,0,0,0.00%
Lehigh,121395703,Southern Lehigh SD,9999,Southern Lehigh SD,8,1,0,1,12.50%
Lehigh,121395703,Southern Lehigh SD,2839,Southern Lehigh SHS,"1,114",4,3,7,0.63%
Lehigh,121397803,Whitehall-Coplay SD,2848,Whitehall HS,"1,509",3,4,7,0.46%
Lehigh,121397803,Whitehall-Coplay SD,5241,Whitehall-Coplay MS,716,0,1,1,0.14%
Lehigh,121397803,Whitehall-Coplay SD,9999,Whitehall-Coplay SD,7,2,0,2,28.57%
Luzerne,118400001,Bear Creek Community CS,7827,Bear Creek Community CS,101,0,0,0,0.00%
Luzerne,118401403,Crestwood SD,9999,Crestwood SD,5,2,0,2,40.00%
Luzerne,118401403,Crestwood SD,8446,Crestwood Secondary Campus,"1,379",1,0,1,0.07%
Luzerne,118401603,Dallas SD,5150,Dallas MS,399,0,0,0,0.00%
Luzerne,118401603,Dallas SD,2869,Dallas SHS,796,2,2,4,0.50%
Luzerne,118402603,Greater Nanticoke Area SD,8430,Greater Nanticoke Area Ed Ctr,359,0,0,0,0.00%
Luzerne,118402603,Greater Nanticoke Area SD,9999,Greater Nanticoke Area SD,14,4,1,5,35.71%
Luzerne,118402603,Greater Nanticoke Area SD,5242,Greater Nanticoke Area SHS,720,11,6,17,2.36%
Luzerne,118403003,Hanover Area SD,2891,Hanover Area JSHS,932,8,2,10,1.07%
Luzerne,118403003,Hanover Area SD,9999,Hanover Area SD,10,1,0,1,10.00%
Luzerne,118403302,Hazleton Area SD,7661,Drums El/MS,177,0,0,0,0.00%
Luzerne,118403302,Hazleton Area SD,6718,Freeland El/MS,196,0,1,1,0.51%
Luzerne,118403302,Hazleton Area SD,7348,Hazleton Area HS,"3,513",88,44,132,3.76%
Luzerne,118403302,Hazleton Area SD,9999,Hazleton Area SD,37,0,1,1,2.70%
Luzerne,118403302,Hazleton Area SD,7936,Hazleton El/MS,270,1,2,3,1.11%
Luzerne,118403302,Hazleton Area SD,6930,Heights Terrace El/MS,252,3,2,5,1.98%
Luzerne,118403302,Hazleton Area SD,8334,Maple Manor El/MS,302,0,0,0,0.00%
Luzerne,118403302,Hazleton Area SD,8245,McAdoo-Kelayres El/MS,179,0,0,0,0.00%
Luzerne,118403302,Hazleton Area SD,7340,Valley El/MS,216,1,0,1,0.46%
Luzerne,118403302,Hazleton Area SD,7569,West Hazleton El/MS,202,0,0,0,0.00%
Luzerne,118403903,Lake-Lehman SD,2924,Lake-Lehman JSHS,853,2,0,2,0.23%
Luzerne,118406003,Northwest Area SD,2958,Northwest Area HS,485,2,1,3,0.62%
Luzerne,118406003,Northwest Area SD,9999,Northwest Area SD,25,0,1,1,4.00%
Luzerne,118406602,Pittston Area SD,6385,Pittston Area MS,517,0,1,1,0.19%
Luzerne,118406602,Pittston Area SD,9999,Pittston Area SD,25,0,0,0,0.00%
Luzerne,118406602,Pittston Area SD,5058,Pittston Area SHS,"1,000",6,6,12,1.20%
Luzerne,118408707,West Side CTC,5059,West Side CTC,577,8,3,11,1.91%
Luzerne,118408852,Wilkes-Barre Area SD,3009,Elmer L Meyers JSHS,890,5,4,9,1.01%
Luzerne,118408852,Wilkes-Barre Area SD,3008,G A R Memorial JSHS,934,19,10,29,3.10%
Luzerne,118408852,Wilkes-Barre Area SD,3007,James M Coughlin JSHS,898,8,3,11,1.22%
Luzerne,118408852,Wilkes-Barre Area SD,7497,Solomon/Plains JHS,486,1,3,4,0.82%
Luzerne,118408852,Wilkes-Barre Area SD,9999,Wilkes-Barre Area SD,46,7,4,11,23.91%
Luzerne,118408852,Wilkes-Barre Area SD,8448,Wilkes-Barre Area SD STEM Academy,60,0,0,0,0.00%
Luzerne,118409203,Wyoming Area SD,6390,Wyoming Area Sec Ctr,"1,024",2,1,3,0.29%
Luzerne,118409302,Wyoming Valley West SD,6986,Wyoming Valley West MS,775,1,1,2,0.26%
Luzerne,118409302,Wyoming Valley West SD,9999,Wyoming Valley West SD,42,2,1,3,7.14%
Luzerne,118409302,Wyoming Valley West SD,6391,Wyoming Valley West SHS,"1,249",10,7,17,1.36%
Lycoming,117412003,East Lycoming SD,6364,Hughesville JSHS,761,3,0,3,0.39%
Lycoming,117414003,Jersey Shore Area SD,9999,Jersey Shore Area SD,12,1,3,4,33.33%
Lycoming,117414003,Jersey Shore Area SD,3034,Jersey Shore Area SHS,709,8,4,12,1.69%
Lycoming,117414003,Jersey Shore Area SD,3033,Jersey Shore MS,408,0,0,0,0.00%
Lycoming,117414203,Loyalsock Township SD,3037,Loyalsock Twp MS,243,0,2,2,0.82%
Lycoming,117414203,Loyalsock Township SD,4828,Loyalsock Twp SHS,485,2,4,6,1.24%
Lycoming,117415004,Montgomery Area SD,9999,Montgomery Area SD,2,0,0,0,0.00%
Lycoming,117415004,Montgomery Area SD,3040,Montgomery JSHS,370,1,0,1,0.27%
Lycoming,117415103,Montoursville Area SD,5343,C E McCall MS,345,0,0,0,0.00%
Lycoming,117415103,Montoursville Area SD,9999,Montoursville Area SD,2,0,0,0,0.00%
Lycoming,117415103,Montoursville Area SD,3045,Montoursville Area SHS,610,5,2,7,1.15%
Lycoming,117415303,Muncy SD,3048,Muncy JSHS,474,1,0,1,0.21%
Lycoming,117415303,Muncy SD,9999,Muncy SD,1,0,0,0,0.00%
Lycoming,117416103,South Williamsport Area SD,3056,South Williamsport Area JSHS,592,5,3,8,1.35%
Lycoming,117416103,South Williamsport Area SD,9999,South Williamsport Area SD,2,0,0,0,0.00%
Lycoming,117417202,Williamsport Area SD,8273,Williamsport Area MS,772,0,0,0,0.00%
Lycoming,117417202,Williamsport Area SD,6368,Williamsport Area SHS,"1,526",16,12,28,1.83%
McKean,109420803,Bradford Area SD,4691,Bradford Area HS,750,8,4,12,1.60%
McKean,109420803,Bradford Area SD,9999,Bradford Area SD,47,0,1,1,2.13%
McKean,109420803,Bradford Area SD,3092,Floyd C Fretz MS,392,0,0,0,0.00%
McKean,109422303,Kane Area SD,5245,Kane Area HS,364,4,2,6,1.65%
McKean,109422303,Kane Area SD,3100,Kane Area MS,180,0,0,0,0.00%
McKean,109426003,Otto-Eldred SD,3107,Otto-Eldred JSHS,303,2,0,2,0.66%
McKean,109426003,Otto-Eldred SD,9999,Otto-Eldred SD,4,0,0,0,0.00%
McKean,109426303,Port Allegany SD,3111,Port Allegany JSHS,396,3,0,3,0.76%
McKean,109427503,Smethport Area SD,3117,Smethport Area JSHS,355,4,0,4,1.13%
Mercer,104431304,Commodore Perry SD,6122,Commodore Perry JSHS,204,0,0,0,0.00%
Mercer,104432503,Farrell Area SD,5248,Farrell Area HS/UMS,281,1,1,2,0.71%
Mercer,104432503,Farrell Area SD,9999,Farrell Area SD,1,0,0,0,0.00%
Mercer,104432803,Greenville Area SD,3137,Greenville JSHS,627,0,2,2,0.32%
Mercer,104432903,Grove City Area SD,6125,George Jr Republic HS,225,0,0,0,0.00%
Mercer,104432903,Grove City Area SD,7316,George Jr Republic MS,68,0,0,0,0.00%
Mercer,104432903,Grove City Area SD,3145,Grove City Area HS,625,7,4,11,1.76%
Mercer,104432903,Grove City Area SD,8202,Grove City Area MS,298,0,0,0,0.00%
Mercer,104432903,Grove City Area SD,9999,Grove City Area SD,1,0,0,0,0.00%
Mercer,104433303,Hermitage SD,8069,Delahunty MS,162,0,0,0,0.00%
Mercer,104433303,Hermitage SD,9999,Hermitage SD,7,0,0,0,0.00%
Mercer,104433303,Hermitage SD,3150,Hickory HS,828,3,3,6,0.72%
Mercer,104433604,Jamestown Area SD,6126,Jamestown Area JSHS,219,0,0,0,0.00%
Mercer,104432830,Keystone Education Center CS,7506,Keystone Education Center CS,149,1,0,1,0.67%
Mercer,104433903,Lakeview SD,3155,Lakeview HS,337,4,1,5,1.48%
Mercer,104433903,Lakeview SD,7069,Lakeview MS,146,0,0,0,0.00%
Mercer,104433903,Lakeview SD,9999,Lakeview SD,1,0,0,0,0.00%
Mercer,104435003,Mercer Area SD,7792,Mercer Area MS,182,0,0,0,0.00%
Mercer,104435003,Mercer Area SD,9999,Mercer Area SD,2,0,0,0,0.00%
Mercer,104435003,Mercer Area SD,3158,Mercer Area SHS,320,2,2,4,1.25%
Mercer,104435303,Reynolds SD,3165,Reynolds JSHS,481,0,0,0,0.00%
Mercer,104435303,Reynolds SD,9999,Reynolds SD,2,0,0,0,0.00%
Mercer,104435603,Sharon City SD,8093,Sharon HS,519,6,1,7,1.35%
Mercer,104435603,Sharon City SD,8092,Sharon MS,330,0,0,0,0.00%
Mercer,104435703,Sharpsville Area SD,7387,Sharpsville Area MS,186,0,0,0,0.00%
Mercer,104435703,Sharpsville Area SD,9999,Sharpsville Area SD,1,0,0,0,0.00%
Mercer,104435703,Sharpsville Area SD,3124,Sharpsville Area SHS,394,2,1,3,0.76%
Mercer,104437503,West Middlesex Area SD,6129,West Middlesex Area JSHS,408,1,0,1,0.25%
Mercer,104437503,West Middlesex Area SD,9999,West Middlesex Area SD,1,0,0,0,0.00%
Mifflin,111444602,Mifflin County SD,8187,Mifflin Co HS,"1,165",15,12,27,2.32%
Mifflin,111444602,Mifflin County SD,8186,Mifflin Co JHS,776,1,1,2,0.26%
Mifflin,111444602,Mifflin County SD,8185,Mifflin Co MS,384,0,0,0,0.00%
Mifflin,111444602,Mifflin County SD,9999,Mifflin County SD,10,0,0,0,0.00%
Monroe,120452003,East Stroudsburg Area SD,7641,East Stroudsburg SHS North,996,8,6,14,1.41%
Monroe,120452003,East Stroudsburg Area SD,6935,East Stroudsburg SHS South,"1,332",9,2,11,0.83%
Monroe,120452003,East Stroudsburg Area SD,7366,J T Lambert Intermediate Sch,633,1,1,2,0.32%
Monroe,120452003,East Stroudsburg Area SD,7642,Lehman Intermediate Sch,470,0,0,0,0.00%
Monroe,120450003,Evergreen Community CS,7866,Evergreen Community CS,92,0,0,0,0.00%
Monroe,120455203,Pleasant Valley SD,3210,Pleasant Valley HS,"1,499",12,3,15,1.00%
Monroe,120455203,Pleasant Valley SD,7660,Pleasant Valley Intrmd Sch,1,0,0,0,0.00%
Monroe,120455203,Pleasant Valley SD,7183,Pleasant Valley MS,699,0,0,0,0.00%
Monroe,120455403,Pocono Mountain SD,3216,Pocono Mountain East HS,"1,323",7,3,10,0.76%
Monroe,120455403,Pocono Mountain SD,8010,Pocono Mountain East JHS,601,0,0,0,0.00%
Monroe,120455403,Pocono Mountain SD,9999,Pocono Mountain SD,26,0,0,0,0.00%
Monroe,120455403,Pocono Mountain SD,7738,Pocono Mountain West HS,"1,641",9,3,12,0.73%
Monroe,120455403,Pocono Mountain SD,7867,Pocono Mountain West JHS,802,0,0,0,0.00%
Monroe,120456003,Stroudsburg Area SD,9999,Stroudsburg Area SD,5,1,0,1,20.00%
Monroe,120456003,Stroudsburg Area SD,3224,Stroudsburg HS,"1,259",14,4,18,1.43%
Monroe,120456003,Stroudsburg Area SD,7593,Stroudsburg JHS,832,0,0,0,0.00%
Monroe,120456003,Stroudsburg Area SD,7839,Stroudsburg MS,403,0,0,0,0.00%
Montgomery,123460302,Abington SD,3242,Abington JHS,"1,998",0,0,0,0.00%
Montgomery,123460302,Abington SD,9999,Abington SD,10,0,0,0,0.00%
Montgomery,123460302,Abington SD,3241,Abington SHS,"1,886",4,4,8,0.42%
Montgomery,126510020,Agora Cyber CS,9999,Agora Cyber CS,7,0,0,0,0.00%
Montgomery,126510020,Agora Cyber CS,7858,Agora Cyber CS,"3,612",197,179,376,10.41%
Montgomery,123461302,Cheltenham SD,5250,Cedarbrook MS,730,0,0,0,0.00%
Montgomery,123461302,Cheltenham SD,3260,Cheltenham HS,"1,382",7,1,8,0.58%
Montgomery,123461302,Cheltenham SD,9999,Cheltenham SD,15,1,0,1,6.67%
Montgomery,123461602,Colonial SD,5077,Colonial MS,776,0,0,0,0.00%
Montgomery,123461602,Colonial SD,3333,Plymouth-Whitemarsh SHS,"1,524",4,1,5,0.33%
Montgomery,123463603,Hatboro-Horsham SD,9999,Hatboro-Horsham SD,17,0,0,0,0.00%
Montgomery,123463603,Hatboro-Horsham SD,3272,Hatboro-Horsham SHS,"1,511",1,3,4,0.26%
Montgomery,123463603,Hatboro-Horsham SD,6639,Keith Valley MS,698,0,0,0,0.00%
Montgomery,123463803,Jenkintown SD,8049,Jenkintown Middle/High School,334,0,1,1,0.30%
Montgomery,123464502,Lower Merion SD,3293,Bala-Cynwyd MS,728,0,0,0,0.00%
Montgomery,123464502,Lower Merion SD,3296,Harriton SHS,"1,240",2,0,2,0.16%
Montgomery,123464502,Lower Merion SD,3295,Lower Merion HS,"1,532",2,0,2,0.13%
Montgomery,123464502,Lower Merion SD,9999,Lower Merion SD,11,1,1,2,18.18%
Montgomery,123464502,Lower Merion SD,3294,Welsh Valley MS,708,0,0,0,0.00%
Montgomery,123464603,Lower Moreland Township SD,4960,Lower Moreland HS,770,0,1,1,0.13%
Montgomery,123464603,Lower Moreland Township SD,9999,Lower Moreland Township SD,5,0,0,0,0.00%
Montgomery,123464603,Lower Moreland Township SD,7212,Murray Avenue Sch,425,0,0,0,0.00%
Montgomery,123465303,Methacton SD,6716,Arcola Intrmd Sch,766,0,0,0,0.00%
Montgomery,123465303,Methacton SD,3305,Methacton HS,"1,524",0,1,1,0.07%
Montgomery,123465303,Methacton SD,9999,Methacton SD,20,2,0,2,10.00%
Montgomery,123465602,Norristown Area SD,3265,East Norriton MS,456,0,0,0,0.00%
Montgomery,123465602,Norristown Area SD,3321,Eisenhower MS,393,0,0,0,0.00%
Montgomery,123465602,Norristown Area SD,6729,Norristown Area HS,"1,834",27,23,50,2.73%
Montgomery,123465602,Norristown Area SD,6998,Roosevelt Altern Sch,147,10,10,20,13.61%
Montgomery,123465602,Norristown Area SD,3320,Stewart MS,381,0,0,0,0.00%
Montgomery,123465702,North Penn SD,5345,North Penn SHS,"3,005",14,7,21,0.70%
Montgomery,123465702,North Penn SD,3322,Pennbrook MS,886,0,0,0,0.00%
Montgomery,123465702,North Penn SD,3324,Penndale MS,"1,261",0,0,0,0.00%
Montgomery,123465702,North Penn SD,3323,Pennfield MS,926,0,0,0,0.00%
Montgomery,123460001,Pennsylvania Virtual CS,7687,Pennsylvania Virtual CS,"1,167",16,5,21,1.80%
Montgomery,123466103,Perkiomen Valley SD,3328,Perkiomen Valley HS,"1,803",6,3,9,0.50%
Montgomery,123466103,Perkiomen Valley SD,3326,Perkiomen Valley MS-East,484,0,0,0,0.00%
Montgomery,123466103,Perkiomen Valley SD,7794,Perkiomen Valley MS-West,385,0,0,0,0.00%
Montgomery,123466103,Perkiomen Valley SD,9999,Perkiomen Valley SD,7,1,0,1,14.29%
Montgomery,123466303,Pottsgrove SD,6746,Pottsgrove MS,513,0,0,0,0.00%
Montgomery,123466303,Pottsgrove SD,9999,Pottsgrove SD,6,0,0,0,0.00%
Montgomery,123466303,Pottsgrove SD,3338,Pottsgrove SHS,"1,031",4,6,10,0.97%
Montgomery,123466403,Pottstown SD,3346,Pottstown MS,457,0,0,0,0.00%
Montgomery,123466403,Pottstown SD,9999,Pottstown SD,61,1,0,1,1.64%
Montgomery,123466403,Pottstown SD,3348,Pottstown SHS,835,11,6,17,2.04%
Montgomery,123467103,Souderton Area SD,8062,Indian Crest MS,479,0,0,0,0.00%
Montgomery,123467103,Souderton Area SD,4722,Indian Valley MS,548,0,0,0,0.00%
Montgomery,123467103,Souderton Area SD,9999,Souderton Area SD,67,2,1,3,4.48%
Montgomery,123467103,Souderton Area SD,3354,Souderton Area SHS,"2,139",9,7,16,0.75%
Montgomery,123463370,Souderton CS Collaborative,7638,Souderton CS Collaborative,34,0,0,0,0.00%
Montgomery,123467303,Spring-Ford Area SD,9999,Spring-Ford Area SD,20,0,0,0,0.00%
Montgomery,123467303,Spring-Ford Area SD,7817,Spring-Ford MS 7th Grade Ctr,655,0,0,0,0.00%
Montgomery,123467303,Spring-Ford Area SD,7818,Spring-Ford MS 8th Grade Ctr,679,0,0,0,0.00%
Montgomery,123467303,Spring-Ford Area SD,3367,Spring-Ford SHS 9-12 Ctr,"2,536",1,0,1,0.04%
Montgomery,123467203,Springfield Township SD,9999,Springfield Township SD,8,0,0,0,0.00%
Montgomery,123467203,Springfield Township SD,3376,Springfield Twp HS,712,1,0,1,0.14%
Montgomery,123467203,Springfield Township SD,3375,Springfield Twp MS,416,0,0,0,0.00%
Montgomery,123468303,Upper Dublin SD,4943,Sandy Run MS,651,0,0,0,0.00%
Montgomery,123468303,Upper Dublin SD,5078,Upper Dublin HS,"1,291",0,0,0,0.00%
Montgomery,123468303,Upper Dublin SD,9999,Upper Dublin SD,8,0,0,0,0.00%
Montgomery,123468402,Upper Merion Area SD,9999,Upper Merion Area SD,39,0,0,0,0.00%
Montgomery,123468402,Upper Merion Area SD,3395,Upper Merion HS,"1,198",1,0,1,0.08%
Montgomery,123468402,Upper Merion Area SD,3394,Upper Merion MS,672,0,1,1,0.15%
Montgomery,123468503,Upper Moreland Township SD,3401,Upper Moreland HS,922,2,5,7,0.76%
Montgomery,123468503,Upper Moreland Township SD,5249,Upper Moreland MS,484,0,0,0,0.00%
Montgomery,123468503,Upper Moreland Township SD,9999,Upper Moreland Township SD,6,0,0,0,0.00%
Montgomery,123468603,Upper Perkiomen SD,5081,Upper Perkiomen HS,"1,045",8,4,12,1.15%
Montgomery,123468603,Upper Perkiomen SD,3406,Upper Perkiomen MS,533,0,0,0,0.00%
Montgomery,123468603,Upper Perkiomen SD,9999,Upper Perkiomen SD,7,1,0,1,14.29%
Montgomery,123469303,Wissahickon SD,3245,Wissahickon MS,748,0,0,0,0.00%
Montgomery,123469303,Wissahickon SD,9999,Wissahickon SD,26,1,0,1,3.85%
Montgomery,123469303,Wissahickon SD,3247,Wissahickon SHS,"1,465",1,2,3,0.20%
Montour,116471803,Danville Area SD,3424,Danville Area MS,351,0,0,0,0.00%
Montour,116471803,Danville Area SD,3425,Danville Area SHS,661,5,2,7,1.06%
Northampton,120480803,Bangor Area SD,3434,Bangor Area HS,981,7,9,16,1.63%
Northampton,120480803,Bangor Area SD,5257,Bangor Area MS,475,0,0,0,0.00%
Northampton,120481002,Bethlehem Area SD,9999,Bethlehem Area SD,25,7,0,7,28.00%
Northampton,120481002,Bethlehem Area SD,3464,Broughal MS,336,0,0,0,0.00%
Northampton,120481002,Bethlehem Area SD,4956,East Hills MS,739,0,0,0,0.00%
Northampton,120481002,Bethlehem Area SD,4957,Freedom HS,"1,875",12,6,18,0.96%
Northampton,120481002,Bethlehem Area SD,3465,Liberty HS,"2,665",44,21,65,2.44%
Northampton,120481002,Bethlehem Area SD,3463,Nitschmann MS,543,0,0,0,0.00%
Northampton,120481002,Bethlehem Area SD,3462,Northeast MS,509,0,1,1,0.20%
Northampton,120483302,Easton Area SD,3482,Easton Area HS,"2,875",23,17,40,1.39%
Northampton,120483302,Easton Area SD,8351,Easton Area MS,"1,464",0,0,0,0.00%
Northampton,120480002,Lehigh Valley Academy Regional CS,9999,Lehigh Valley Academy Regional CS,2,0,0,0,0.00%
Northampton,120480002,Lehigh Valley Academy Regional CS,7681,Lehigh Valley Academy Regional CS,747,1,0,1,0.13%
Northampton,120483170,Lehigh Valley Charter High School for th,7634,Lehigh Valley Charter High School for th,637,0,0,0,0.00%
Northampton,139481451,Lehigh Valley Dual Language CS,8130,Lehigh Valley Dual Language Charter Scho,84,0,0,0,0.00%
Northampton,120484803,Nazareth Area SD,3495,Nazareth Area HS,"1,549",7,2,9,0.58%
Northampton,120484803,Nazareth Area SD,3494,Nazareth Area MS,800,0,0,0,0.00%
Northampton,120484903,Northampton Area SD,3505,Northampton Area HS,"1,851",21,7,28,1.51%
Northampton,120484903,Northampton Area SD,5258,Northampton Area MS,904,0,0,0,0.00%
Northampton,120484903,Northampton Area SD,9999,Northampton Area SD,1,0,0,0,0.00%
Northampton,120485603,Pen Argyl Area SD,6439,Pen Argyl Area HS,501,2,1,3,0.60%
Northampton,120485603,Pen Argyl Area SD,9999,Pen Argyl Area SD,1,0,0,0,0.00%
Northampton,120485603,Pen Argyl Area SD,5351,Wind Gap MS,253,0,0,0,0.00%
Northampton,120486003,Saucon Valley SD,7210,Saucon Valley MS,343,0,1,1,0.29%
Northampton,120486003,Saucon Valley SD,5352,Saucon Valley SHS,750,4,2,6,0.80%
Northampton,120488603,Wilson Area SD,3522,Wilson Area HS,708,5,1,6,0.85%
Northampton,120488603,Wilson Area SD,6785,Wilson Area Intermediate Sch,366,0,0,0,0.00%
Northampton,120488603,Wilson Area SD,9999,Wilson Area SD,12,0,1,1,8.33%
Northumberland,116493503,Line Mountain SD,3532,Line Mountain HS,370,0,0,0,0.00%
Northumberland,116493503,Line Mountain SD,8286,Line Mountain MS,175,0,0,0,0.00%
Northumberland,116493503,Line Mountain SD,9999,Line Mountain SD,14,0,0,0,0.00%
Northumberland,116495003,Milton Area SD,6863,Milton Area MS,339,0,0,0,0.00%
Northumberland,116495003,Milton Area SD,9999,Milton Area SD,1,0,0,0,0.00%
Northumberland,116495003,Milton Area SD,3541,Milton HS,615,4,0,4,0.65%
Northumberland,116495103,Mount Carmel Area SD,6936,Mount Carmel Area HS,422,15,5,20,4.74%
Northumberland,116495103,Mount Carmel Area SD,8135,Mount Carmel Area JH,259,0,0,0,0.00%
Northumberland,116495103,Mount Carmel Area SD,9999,Mount Carmel Area SD,1,0,0,0,0.00%
Northumberland,116496503,Shamokin Area SD,7893,Shamokin Area HS,700,11,8,19,2.71%
Northumberland,116496503,Shamokin Area SD,7892,Shamokin Area MS,356,0,0,0,0.00%
Northumberland,116496503,Shamokin Area SD,9999,Shamokin Area SD,10,0,0,0,0.00%
Northumberland,116496603,Shikellamy SD,3569,Shikellamy HS,859,15,9,24,2.79%
Northumberland,116496603,Shikellamy SD,8372,Shikellamy MS,460,0,0,0,0.00%
Northumberland,116498003,Warrior Run SD,5103,Warrior Run HS,509,4,4,8,1.57%
Northumberland,116498003,Warrior Run SD,3575,Warrior Run MS,230,0,0,0,0.00%
Perry,115503004,Greenwood SD,6341,Greenwood HS,244,3,1,4,1.64%
Perry,115503004,Greenwood SD,7468,Greenwood MS,129,0,0,0,0.00%
Perry,115503004,Greenwood SD,9999,Greenwood SD,1,0,0,0,0.00%
Perry,115504003,Newport SD,7930,Newport HS,313,3,1,4,1.28%
Perry,115504003,Newport SD,7931,Newport MS,165,0,0,0,0.00%
Perry,115504003,Newport SD,9999,Newport SD,7,0,1,1,14.29%
Perry,115506003,Susquenita SD,3589,Susquenita HS,459,2,0,2,0.44%
Perry,115506003,Susquenita SD,7367,Susquenita MS,292,0,0,0,0.00%
Perry,115506003,Susquenita SD,9999,Susquenita SD,9,0,1,1,11.11%
Perry,115508003,West Perry SD,3597,West Perry MS,375,0,0,0,0.00%
Perry,115508003,West Perry SD,9999,West Perry SD,8,0,0,0,0.00%
Perry,115508003,West Perry SD,3596,West Perry SHS,712,3,2,5,0.70%
Philadelphia,126510015,Ad Prima CS,7825,Ad Prima CS,147,0,1,1,0.68%
Philadelphia,126510015,Ad Prima CS,9999,Ad Prima CS,2,0,0,0,0.00%
Philadelphia,126512990,Alliance for Progress CS,7543,Alliance for Progress CS,88,0,0,0,0.00%
Philadelphia,104510394,Antonia Pantoja Community CS,8031,Antonia Pantoja Community Charter School,119,0,0,0,0.00%
Philadelphia,181519176,ASPIRA Bilingual Cyber CS,8148,ASPIRA Bilingual Cyber Charter School,240,10,9,19,7.92%
Philadelphia,126510010,Belmont CS,7750,Belmont Charter School,387,0,0,0,0.00%
Philadelphia,185515523,Boys Latin of Philadelphia CS,7981,Boys Latin of Philadelphia CS,705,0,0,0,0.00%
Philadelphia,126513190,Charter High School for Architecture and,7578,Charter High School for Architecture and,552,3,0,3,0.54%
Philadelphia,126513160,Christopher Columbus CS,7575,Christopher Columbus CS,198,0,0,0,0.00%
Philadelphia,126512840,Community Academy of Philadelphia CS,7510,Community Academy of Philadelphia CS,726,1,0,1,0.14%
Philadelphia,126510011,Discovery CS,7775,Discovery Charter School,125,0,0,0,0.00%
Philadelphia,126513440,Esperanza Academy CS,7665,Esperanza Academy Charter School,"1,251",4,6,10,0.80%
Philadelphia,126513440,Esperanza Academy CS,9999,Esperanza Academy CS,2,0,0,0,0.00%
Philadelphia,126511563,Esperanza Cyber CS,8216,Esperanza Cyber CS,387,4,10,14,3.62%
Philadelphia,126513100,Eugenio Maria De Hostos CS,7564,Eugenio Maria DE Hostos CS,134,0,0,0,0.00%
Philadelphia,100510000,First Philadelphia Preparatory CS,7744,First Philadelphia Preparatory Charter S,749,1,1,2,0.27%
Philadelphia,126510021,Folk Arts-Cultural Treasures CS,7857,Folk Arts-Cultural Treasures CS,123,0,0,0,0.00%
Philadelphia,147513703,Franklin Towne Charter Elementary School,8123,Franklin Towne Charter Elementary School,210,0,0,0,0.00%
Philadelphia,126513450,Franklin Towne CHS,7666,Franklin Towne CHS,"1,192",7,6,13,1.09%
Philadelphia,126518547,Frederick Douglass Mastery CS,8150,Frederick Douglass Mastery Charter Schoo,157,0,0,0,0.00%
Philadelphia,126513270,Freire CS,7586,Freire CS,769,3,2,5,0.65%
Philadelphia,126513380,Global Leadership Academy CS,7639,Global Leadership Academy CS,151,0,0,0,0.00%
Philadelphia,126518004,Global Leadership Academy CS Southwest a,8390,Global Leadership Academy CS Southwest a,126,0,0,0,0.00%
Philadelphia,126510005,Green Woods CS,7748,Green Woods CS,123,0,0,0,0.00%
Philadelphia,126512850,Harambee Institute of Science and Techno,7511,Harambee Institute of Science and Techno,123,0,0,0,0.00%
Philadelphia,126512980,Imhotep Institute CHS,7542,Imhotep Institute CHS,571,2,1,3,0.53%
Philadelphia,126513510,Independence CS,7683,Independence CS,169,0,0,0,0.00%
Philadelphia,133513315,John B Stetson CS,8149,John B. Stetson Charter School,474,8,5,13,2.74%
Philadelphia,182514568,Keystone Academy CS,7979,Keystone Academy Charter School,131,0,0,0,0.00%
Philadelphia,126514864,KIPP DuBois CS,8358,KIPP DuBois Charter School,547,4,1,5,0.91%
Philadelphia,126510013,KIPP Philadelphia CS,7776,KIPP Philadelphia Charter School,183,0,0,0,0.00%
Philadelphia,172510793,KIPP West Philadelphia Preparatory Chart,8124,KIPP West Philadelphia Preparatory Chart,176,0,0,0,0.00%
Philadelphia,126513110,Laboratory CS,7565,Laboratory CS,93,0,0,0,0.00%
Philadelphia,126519476,Lindley Academy CS at Birney,8206,Lindley Academy CS at Birney,154,0,0,0,0.00%
Philadelphia,126513480,Mariana Bracetti Academy CS,9999,Mariana Bracetti Academy CS,5,0,0,0,0.00%
